sr.,State,District,Taluka
3140,Maharashtra,Osmanabad,Bhum
3141,Maharashtra,Osmanabad,Kalamb
3142,Maharashtra,Osmanabad,Lohara
3143,Maharashtra,Osmanabad,Osmanabad
3144,Maharashtra,Osmanabad,Paranda
3145,Maharashtra,Osmanabad,Tuljapur
3146,Maharashtra,Osmanabad,Umarga
3147,Maharashtra,Osmanabad,Washi
3148,Maharashtra,Palghar,Palghar
3149,Maharashtra,Palghar,Dahanu
3150,Maharashtra,Palghar,Jawhar
3151,Maharashtra,Palghar,Mokhada
3152,Maharashtra,Palghar,Palghar
3153,Maharashtra,Palghar,Talasari
3154,Maharashtra,Palghar,Vada
3155,Maharashtra,Palghar,Vasai
3156,Maharashtra,Palghar,Vikramgad
3157,Maharashtra,Parbhani,Parbhani
3158,Maharashtra,Parbhani,Gangakhed
3159,Maharashtra,Parbhani,Jintur
3160,Maharashtra,Parbhani,Manwath
3161,Maharashtra,Parbhani,Palam
3162,Maharashtra,Parbhani,Parbhani
3163,Maharashtra,Parbhani,Pathri
3164,Maharashtra,Parbhani,Purna
3165,Maharashtra,Parbhani,Sailu
3166,Maharashtra,Parbhani,Sonpeth
3167,Maharashtra,Pune,Pune
3168,Maharashtra,Pune,Ambegaon
3169,Maharashtra,Pune,Baramati
3170,Maharashtra,Pune,Bhor
3171,Maharashtra,Pune,Daund
3172,Maharashtra,Pune,Haveli
3173,Maharashtra,Pune,Indapur
3174,Maharashtra,Pune,Junnar
3175,Maharashtra,Pune,Khed
3176,Maharashtra,Pune,Mawal
3177,Maharashtra,Pune,Mulshi
3178,Maharashtra,Pune,Pune City
3179,Maharashtra,Pune,Purandhar
3180,Maharashtra,Pune,Shirur
3181,Maharashtra,Pune,Velhe
3182,Maharashtra,Raigad,Raigad
3183,Maharashtra,Raigad,Alibag
3184,Maharashtra,Raigad,Karjat
3185,Maharashtra,Raigad,Khalapur
3186,Maharashtra,Raigad,Mahad
3187,Maharashtra,Raigad,Mangaon
3188,Maharashtra,Raigad,Mhasla
3189,Maharashtra,Raigad,Murud
3190,Maharashtra,Raigad,Panvel
3191,Maharashtra,Raigad,Pen
3192,Maharashtra,Raigad,Poladpur
3193,Maharashtra,Raigad,Roha
3194,Maharashtra,Raigad,Shrivardhan
3195,Maharashtra,Raigad,Sudhagad
3196,Maharashtra,Raigad,Tala
3197,Maharashtra,Raigad,Uran
3198,Maharashtra,Ratnagiri,Ratnagiri
3199,Maharashtra,Ratnagiri,Chiplun
3200,Maharashtra,Ratnagiri,Dapoli
3201,Maharashtra,Ratnagiri,Guhagar
3202,Maharashtra,Ratnagiri,Khed
3203,Maharashtra,Ratnagiri,Lanja
3204,Maharashtra,Ratnagiri,Mandangad
3205,Maharashtra,Ratnagiri,Rajapur
3206,Maharashtra,Ratnagiri,Ratnagiri
3207,Maharashtra,Ratnagiri,Sangameshwar
3208,Maharashtra,Sangli,Sangli
3209,Maharashtra,Sangli,Atpadi
3210,Maharashtra,Sangli,Jat
3211,Maharashtra,Sangli,Kadegaon
3212,Maharashtra,Sangli,Kavathemahankal
3213,Maharashtra,Sangli,Khanapur
3214,Maharashtra,Sangli,Miraj
3215,Maharashtra,Sangli,Palus
3216,Maharashtra,Sangli,Shirala
3217,Maharashtra,Sangli,Tasgaon
3218,Maharashtra,Sangli,Walwa
3219,Maharashtra,Satara,Satara
3220,Maharashtra,Satara,Jaoli
3221,Maharashtra,Satara,Karad
3222,Maharashtra,Satara,Khandala
3223,Maharashtra,Satara,Khatav
3224,Maharashtra,Satara,Koregaon
3225,Maharashtra,Satara,Mahabaleshwar
3226,Maharashtra,Satara,Man
3227,Maharashtra,Satara,Patan
3228,Maharashtra,Satara,Phaltan
3229,Maharashtra,Satara,Wai
3230,Maharashtra,Sindhudurg,Sindhudurg
3231,Maharashtra,Sindhudurg,Devgad
3232,Maharashtra,Sindhudurg,Dodamarg
3233,Maharashtra,Sindhudurg,Kankavli
3234,Maharashtra,Sindhudurg,Kudal
3235,Maharashtra,Sindhudurg,Malwan
3236,Maharashtra,Sindhudurg,Sawantwadi
3237,Maharashtra,Sindhudurg,Vaibhavvadi
3238,Maharashtra,Sindhudurg,Vengurla
3239,Maharashtra,Solapur,Solapur
3240,Maharashtra,Solapur,Akkalkot
3241,Maharashtra,Solapur,Barshi
3242,Maharashtra,Solapur,Karmala
3243,Maharashtra,Solapur,Madha
3244,Maharashtra,Solapur,Malshiras
3245,Maharashtra,Solapur,Mangalvedhe
3246,Maharashtra,Solapur,Mohol
3247,Maharashtra,Solapur,Pandharpur
3248,Maharashtra,Solapur,Sangole
3249,Maharashtra,Solapur,Solapur North
3250,Maharashtra,Solapur,Solapur South
3251,Maharashtra,Thane,Thane
3252,Maharashtra,Thane,Ambarnath
3253,Maharashtra,Thane,Bhiwandi
3254,Maharashtra,Thane,Kalyan
3255,Maharashtra,Thane,Murbad
3256,Maharashtra,Thane,Shahapur
3257,Maharashtra,Thane,Thane
3258,Maharashtra,Thane,Ulhasnagar
3259,Maharashtra,Wardha,Wardha
3260,Maharashtra,Wardha,Arvi
3261,Maharashtra,Wardha,Ashti
3262,Maharashtra,Wardha,Deoli
3263,Maharashtra,Wardha,Hinganghat
3264,Maharashtra,Wardha,Karanja
3265,Maharashtra,Wardha,Samudrapur
3266,Maharashtra,Wardha,Seloo
3267,Maharashtra,Wardha,Wardha
3268,Maharashtra,Washim,Washim
3269,Maharashtra,Washim,Karanja
3270,Maharashtra,Washim,Malegaon
3271,Maharashtra,Washim,Mangrulpir
3272,Maharashtra,Washim,Manora
3273,Maharashtra,Washim,Risod
3274,Maharashtra,Washim,Washim
3275,Maharashtra,Yavatmal,Yavatmal
3276,Maharashtra,Yavatmal,Arni
3277,Maharashtra,Yavatmal,Babulgaon
3278,Maharashtra,Yavatmal,Darwha
3279,Maharashtra,Yavatmal,Digras
3280,Maharashtra,Yavatmal,Ghatanji
3281,Maharashtra,Yavatmal,Kalamb
3282,Maharashtra,Yavatmal,Kelapur
3283,Maharashtra,Yavatmal,Mahagaon
3284,Maharashtra,Yavatmal,Maregaon
3285,Maharashtra,Yavatmal,Ner
3286,Maharashtra,Yavatmal,Pusad
3287,Maharashtra,Yavatmal,Ralegaon
3288,Maharashtra,Yavatmal,Umarkhed
3289,Maharashtra,Yavatmal,Wani
3290,Maharashtra,Yavatmal,Yavatmal
3291,Maharashtra,Yavatmal,Zari-jamani
3292,Madhya Pradesh,Agar Malwa,Agar Malwa
3293,Madhya Pradesh,Agar Malwa,Agar
3294,Madhya Pradesh,Agar Malwa,Badod
3295,Madhya Pradesh,Agar Malwa,Nalkheda
3296,Madhya Pradesh,Agar Malwa,Susner
3297,Madhya Pradesh,Alirajpur,Alirajpur
3298,Madhya Pradesh,Alirajpur,Bhavra
3299,Madhya Pradesh,Alirajpur,Jobat
3300,Madhya Pradesh,Alirajpur,Kathiwara
3301,Madhya Pradesh,Alirajpur,Sondawa
3302,Madhya Pradesh,Anuppur,Anuppur
3303,Madhya Pradesh,Anuppur,Jaithari
3304,Madhya Pradesh,Anuppur,Kotma
3305,Madhya Pradesh,Anuppur,Pushparajgarh
3306,Madhya Pradesh,Ashoknagar,Ashoknagar
3307,Madhya Pradesh,Ashoknagar,Bahadurpur
3308,Madhya Pradesh,Ashoknagar,Chanderi
3309,Madhya Pradesh,Ashoknagar,Isagarh
3310,Madhya Pradesh,Ashoknagar,Mungaoli
3311,Madhya Pradesh,Ashoknagar,Nai Sarai
3312,Madhya Pradesh,Ashoknagar,Piprai
3313,Madhya Pradesh,Ashoknagar,Shadhora
3314,Madhya Pradesh,Balaghat,Balaghat
3315,Madhya Pradesh,Balaghat,Baihar
3316,Madhya Pradesh,Balaghat,Birsa
3317,Madhya Pradesh,Balaghat,Katangi
3318,Madhya Pradesh,Balaghat,Khairlanji
3319,Madhya Pradesh,Balaghat,Kirnapur
3320,Madhya Pradesh,Balaghat,Lalbarra
3321,Madhya Pradesh,Balaghat,Lanji
3322,Madhya Pradesh,Balaghat,Paraswada
3323,Madhya Pradesh,Balaghat,Tirodi
3324,Madhya Pradesh,Balaghat,Waraseoni
3325,Madhya Pradesh,Barwani,Barwani
3326,Madhya Pradesh,Barwani,Anjad
3327,Madhya Pradesh,Barwani,Barwani
3328,Madhya Pradesh,Barwani,Niwali
3329,Madhya Pradesh,Barwani,Pansemal
3330,Madhya Pradesh,Barwani,Pati
3331,Madhya Pradesh,Barwani,Rajpur
3332,Madhya Pradesh,Barwani,Sendhwa
3333,Madhya Pradesh,Barwani,Thikri
3334,Madhya Pradesh,Barwani,Varla
3335,Madhya Pradesh,Betul,Betul
3336,Madhya Pradesh,Betul,Amla
3337,Madhya Pradesh,Betul,Athner
3338,Madhya Pradesh,Betul,Betul Nagar
3339,Madhya Pradesh,Betul,Bhainsdehi
3340,Madhya Pradesh,Betul,Bhimpur
3341,Madhya Pradesh,Betul,Chicholi
3342,Madhya Pradesh,Betul,Ghoda Dongri
3343,Madhya Pradesh,Betul,Multai
3344,Madhya Pradesh,Betul,Prabhatpattan
3345,Madhya Pradesh,Betul,Shahpur
3346,Madhya Pradesh,Bhind,Bhind
3347,Madhya Pradesh,Bhind,Ater
3348,Madhya Pradesh,Bhind,Bhind Nagar
3349,Madhya Pradesh,Bhind,Gohad
3350,Madhya Pradesh,Bhind,Gormi
3351,Madhya Pradesh,Bhind,Lahar
3352,Madhya Pradesh,Bhind,Mau
3353,Madhya Pradesh,Bhind,Mehgaon
3354,Madhya Pradesh,Bhind,Mihona
3355,Madhya Pradesh,Bhind,Ron
3356,Lakshadweep,Bhopal,Bhopal
3357,Lakshadweep,Bhopal,Berasia
3358,Lakshadweep,Bhopal,Huzur
3359,Lakshadweep,Bhopal,Kolar
3360,Madhya Pradesh,Burhanpur,Burhanpur
3361,Madhya Pradesh,Burhanpur,Khaknar
3362,Madhya Pradesh,Burhanpur,Nepanagar
3363,Madhya Pradesh,Chhatarpur,Chhatarpur
3364,Madhya Pradesh,Chhatarpur,Bada Malhera
3365,Madhya Pradesh,Chhatarpur,Bijawar
3366,Madhya Pradesh,Chhatarpur,Buxwaha
3367,Madhya Pradesh,Chhatarpur,Chandla
3368,Madhya Pradesh,Chhatarpur,Chhatarpur Nagar
3369,Madhya Pradesh,Chhatarpur,Gaurihar
3370,Madhya Pradesh,Chhatarpur,Ghuwara
3371,Madhya Pradesh,Chhatarpur,Laundi
3372,Madhya Pradesh,Chhatarpur,Maharajpur
3373,Madhya Pradesh,Chhatarpur,Nowgong
3374,Madhya Pradesh,Chhatarpur,Rajnagar
3375,Madhya Pradesh,Chhindwara,Chhindwara
3376,Madhya Pradesh,Chhindwara,Amarwara
3377,Madhya Pradesh,Chhindwara,Bichhua
3378,Madhya Pradesh,Chhindwara,Chand
3379,Madhya Pradesh,Chhindwara,Chaurai
3380,Madhya Pradesh,Chhindwara,Chhindwara Nagar
3381,Madhya Pradesh,Chhindwara,Harrai
3382,Madhya Pradesh,Chhindwara,Jamai
3383,Madhya Pradesh,Chhindwara,Mohkhed
3384,Madhya Pradesh,Chhindwara,Pandhurna
3385,Madhya Pradesh,Chhindwara,Parasia
3386,Madhya Pradesh,Chhindwara,Sausar
3387,Madhya Pradesh,Chhindwara,Tamia
3388,Madhya Pradesh,Chhindwara,Umreth
3389,Madhya Pradesh,Damoh,Damoh
3390,Madhya Pradesh,Damoh,Batiyagarh
3391,Madhya Pradesh,Damoh,Danyantinagar
3392,Madhya Pradesh,Damoh,Hatta
3393,Madhya Pradesh,Damoh,Jabera
3394,Madhya Pradesh,Damoh,Patera
3395,Madhya Pradesh,Damoh,Patharia
3396,Madhya Pradesh,Damoh,Tendukheda
3397,Madhya Pradesh,Datia,Datia
3398,Madhya Pradesh,Datia,Badoni
3399,Madhya Pradesh,Datia,Bhander
3400,Madhya Pradesh,Datia,Indergarh
3401,Madhya Pradesh,Datia,Seondha
3402,Madhya Pradesh,Dewas,Dewas
3403,Madhya Pradesh,Dewas,Bagli
3404,Madhya Pradesh,Dewas,Dewas Nagar
3405,Madhya Pradesh,Dewas,Hatpiplya
3406,Madhya Pradesh,Dewas,Kannod
3407,Madhya Pradesh,Dewas,Khategaon
3408,Madhya Pradesh,Dewas,Satwas
3409,Madhya Pradesh,Dewas,Sonkatch
3410,Madhya Pradesh,Dewas,Tonk Khurd
3411,Madhya Pradesh,Dewas,Udainagar
3412,Madhya Pradesh,Dhar,Dhar
3413,Madhya Pradesh,Dhar,Badnawar
3414,Madhya Pradesh,Dhar,Dahi
3415,Madhya Pradesh,Dhar,Dharampuri
3416,Madhya Pradesh,Dhar,Gandhwani
3417,Madhya Pradesh,Dhar,Kukshi
3418,Madhya Pradesh,Dhar,Manawar
3419,Madhya Pradesh,Dhar,Pithampur
3420,Madhya Pradesh,Dhar,Sardarpur
3421,Madhya Pradesh,Dindori,Dindori
3422,Madhya Pradesh,Dindori,Bajag
3423,Madhya Pradesh,Dindori,Shahpura
3424,Madhya Pradesh,Guna,Guna
3425,Madhya Pradesh,Guna,Aron
3426,Madhya Pradesh,Guna,Bamori
3427,Madhya Pradesh,Guna,Chachaura
3428,Madhya Pradesh,Guna,Guna Nagar
3429,Madhya Pradesh,Guna,Kumbhraj
3430,Madhya Pradesh,Guna,Maksoodangarh
3431,Madhya Pradesh,Guna,Raghogarh
3432,Madhya Pradesh,Gwalior,Gwalior
3433,Madhya Pradesh,Gwalior,Bhitarwar
3434,Madhya Pradesh,Gwalior,Chinour
3435,Madhya Pradesh,Gwalior,City Center
3436,Madhya Pradesh,Gwalior,Ghatigaon
3437,Madhya Pradesh,Gwalior,Gird
3438,Madhya Pradesh,Gwalior,Murar
3439,Madhya Pradesh,Gwalior,Pichhore Or Dabra
3440,Madhya Pradesh,Gwalior,Tansen
3441,Madhya Pradesh,Harda,Harda
3442,Madhya Pradesh,Harda,Handiya
3443,Madhya Pradesh,Harda,Khirkiya
3444,Madhya Pradesh,Harda,Rehatgaon
3445,Madhya Pradesh,Harda,Sirali
3446,Madhya Pradesh,Harda,Timarni
3447,Madhya Pradesh,Indore,Indore
3448,Madhya Pradesh,Indore,Bhicholihapsi
3449,Madhya Pradesh,Indore,Depalpur
3450,Madhya Pradesh,Indore,Hatod
3451,Madhya Pradesh,Indore,Indore
3452,Madhya Pradesh,Indore,Kanadiya
3453,Madhya Pradesh,Indore,Khudel
3454,Madhya Pradesh,Indore,Malharganj
3455,Madhya Pradesh,Indore,Mhow
3456,Madhya Pradesh,Indore,Rau
3457,Madhya Pradesh,Jabalpur,Jabalpur
3458,Madhya Pradesh,Jabalpur,Adhartal
3459,Madhya Pradesh,Jabalpur,Gorakhpur
3460,Madhya Pradesh,Jabalpur,Jabalpur
3461,Madhya Pradesh,Jabalpur,Kundam
3462,Madhya Pradesh,Jabalpur,Majholi
3463,Madhya Pradesh,Jabalpur,Panagar
3464,Madhya Pradesh,Jabalpur,Patan
3465,Madhya Pradesh,Jabalpur,Ranjhi
3466,Madhya Pradesh,Jabalpur,Shahpura
3467,Madhya Pradesh,Jabalpur,Sihora
3468,Madhya Pradesh,Jhabua,Jhabua
3469,Madhya Pradesh,Jhabua,Meghnagar
3470,Madhya Pradesh,Jhabua,Petlawad
3471,Madhya Pradesh,Jhabua,Rama
3472,Madhya Pradesh,Jhabua,Ranapur
3473,Madhya Pradesh,Jhabua,Thandla
3474,Madhya Pradesh,Katni,Katni
3475,Madhya Pradesh,Katni,Badwara
3476,Madhya Pradesh,Katni,Bahoriband
3477,Madhya Pradesh,Katni,Barhi
3478,Madhya Pradesh,Katni,Dhimarkheda
3479,Madhya Pradesh,Katni,Katni Nagar
3480,Madhya Pradesh,Katni,Murwara Or Katni
3481,Madhya Pradesh,Katni,Rithi
3482,Madhya Pradesh,Katni,Sleemnbad
3483,Madhya Pradesh,Katni,Vijayraghavgarh
3484,Madhya Pradesh,Khargone,Khargone
3485,Madhya Pradesh,Khargone,Barwaha
3486,Madhya Pradesh,Khargone,Bhagwanpura
3487,Madhya Pradesh,Khargone,Bhikangaon
3488,Madhya Pradesh,Khargone,Gogaon
3489,Madhya Pradesh,Khargone,Jhiranya
3490,Madhya Pradesh,Khargone,Kasrawad
3491,Madhya Pradesh,Khargone,Khargone
3492,Madhya Pradesh,Khargone,Khargone Nagar
3493,Madhya Pradesh,Khargone,Maheshwar
3494,Madhya Pradesh,Khargone,Sanawad
3495,Madhya Pradesh,Khargone,Segaon
3496,Madhya Pradesh,Mandla,Mandla
3497,Madhya Pradesh,Mandla,Bichhiya
3498,Madhya Pradesh,Mandla,Ghughari
3499,Madhya Pradesh,Mandla,Nainpur
3500,Madhya Pradesh,Mandla,Narayanganj
3501,Madhya Pradesh,Mandla,Niwas
3502,Madhya Pradesh,Mandsaur,Mandsaur
3503,Madhya Pradesh,Mandsaur,Bhanpura
3504,Madhya Pradesh,Mandsaur,Daloda
3505,Madhya Pradesh,Mandsaur,Garoth
3506,Madhya Pradesh,Mandsaur,Malhargarh
3507,Madhya Pradesh,Mandsaur,Mandsaur
3508,Madhya Pradesh,Mandsaur,Mandsaur Nagar
3509,Madhya Pradesh,Mandsaur,Shamgarh
3510,Madhya Pradesh,Mandsaur,Sitamau
3511,Madhya Pradesh,Mandsaur,Suwasara
3512,Madhya Pradesh,Morena,Morena
3513,Madhya Pradesh,Morena,Ambah
3514,Madhya Pradesh,Morena,Bamor
3515,Madhya Pradesh,Morena,Joura
3516,Madhya Pradesh,Morena,Kailaras
3517,Madhya Pradesh,Morena,Morena
3518,Madhya Pradesh,Morena,Morena Nagar
3519,Madhya Pradesh,Morena,Porsa
3520,Madhya Pradesh,Morena,Sabalgarh
3521,Madhya Pradesh,Narsinghpur,Narsinghpur
3522,Madhya Pradesh,Narsinghpur,Gadarwara
3523,Madhya Pradesh,Narsinghpur,Gotegaon
3524,Madhya Pradesh,Narsinghpur,Kareli
3525,Madhya Pradesh,Narsinghpur,Narsimhapur
3526,Madhya Pradesh,Narsinghpur,Saikheda
3527,Madhya Pradesh,Narsinghpur,Tendukheda
3528,Madhya Pradesh,Neemuch,Neemuch
3529,Madhya Pradesh,Neemuch,Jawad
3530,Madhya Pradesh,Neemuch,Jiran
3531,Madhya Pradesh,Neemuch,Manasa
3532,Madhya Pradesh,Neemuch,Neemuch Nagar
3533,Madhya Pradesh,Neemuch,Rampura
3534,Madhya Pradesh,Neemuch,Singoli
3535,Madhya Pradesh,Niwari,Niwari
3536,Madhya Pradesh,Niwari,Orchha
3537,Madhya Pradesh,Niwari,Prithvipur
3538,Madhya Pradesh,Panna,Panna
3539,Madhya Pradesh,Panna,Ajaigarh
3540,Madhya Pradesh,Panna,Amanganj
3541,Madhya Pradesh,Panna,Devendranagar
3542,Madhya Pradesh,Panna,Gunnor
3543,Madhya Pradesh,Panna,Panna
3544,Madhya Pradesh,Panna,Pawai
3545,Madhya Pradesh,Panna,Raipura
3546,Madhya Pradesh,Panna,Shahnagar
3547,Madhya Pradesh,Panna,Simariya
3548,Madhya Pradesh,Raisen,Raisen
3549,Madhya Pradesh,Raisen,Badi
3550,Madhya Pradesh,Raisen,Baraily
3551,Madhya Pradesh,Raisen,Begamganj
3552,Madhya Pradesh,Raisen,Deori
3553,Madhya Pradesh,Raisen,Gairatganj
3554,Madhya Pradesh,Raisen,Goharganj
3555,Madhya Pradesh,Raisen,Silwani
3556,Madhya Pradesh,Raisen,Sultanpur
3557,Madhya Pradesh,Raisen,Udaipura
3558,Madhya Pradesh,Rajgarh,Rajgarh
3559,Madhya Pradesh,Rajgarh,Biaora
3560,Madhya Pradesh,Rajgarh,Jirapur
3561,Madhya Pradesh,Rajgarh,Khilchipur
3562,Madhya Pradesh,Rajgarh,Khujner
3563,Madhya Pradesh,Rajgarh,Narsinghgarh
3564,Madhya Pradesh,Rajgarh,Pachore
3565,Madhya Pradesh,Rajgarh,Rajgarh
3566,Madhya Pradesh,Rajgarh,Sarangpur
3567,Madhya Pradesh,Rajgarh,Suthaliya
3568,Madhya Pradesh,Ratlam,Ratlam
3569,Madhya Pradesh,Ratlam,Alot
3570,Madhya Pradesh,Ratlam,Bajna
3571,Madhya Pradesh,Ratlam,Jaora
3572,Madhya Pradesh,Ratlam,Piploda
3573,Madhya Pradesh,Ratlam,Ratlam
3574,Madhya Pradesh,Ratlam,Ratlam Nagar
3575,Madhya Pradesh,Ratlam,Rawti
3576,Madhya Pradesh,Ratlam,Sailana
3577,Madhya Pradesh,Ratlam,Tal
3578,Madhya Pradesh,Rewa,Rewa
3579,Madhya Pradesh,Rewa,Gurh
3580,Madhya Pradesh,Rewa,Hanumana
3581,Madhya Pradesh,Rewa,Huzur
3582,Madhya Pradesh,Rewa,Huzur Nagar
3583,Madhya Pradesh,Rewa,Jawa
3584,Madhya Pradesh,Rewa,Mangawan
3585,Madhya Pradesh,Rewa,Mauganj
3586,Madhya Pradesh,Rewa,Naigarhi
3587,Madhya Pradesh,Rewa,Raipur - Karchuliyan
3588,Madhya Pradesh,Rewa,Semaria
3589,Madhya Pradesh,Rewa,Sirmour
3590,Madhya Pradesh,Rewa,Teonthar
3591,Madhya Pradesh,Sagar,Sagar
3592,Madhya Pradesh,Sagar,Banda
3593,Madhya Pradesh,Sagar,Bina
3594,Madhya Pradesh,Sagar,Deori
3595,Madhya Pradesh,Sagar,Garhakota
3596,Madhya Pradesh,Sagar,Jaisinagar
3597,Madhya Pradesh,Sagar,Kesli
3598,Madhya Pradesh,Sagar,Khurai
3599,Madhya Pradesh,Sagar,Malthon
3600,Madhya Pradesh,Sagar,Rahatgarh
3601,Madhya Pradesh,Sagar,Rehli
3602,Madhya Pradesh,Sagar,Sagar Nagar
3603,Madhya Pradesh,Sagar,Shahgarh
3604,Madhya Pradesh,Satna,Satna
3605,Madhya Pradesh,Satna,Amarpatan
3606,Madhya Pradesh,Satna,Birsinghpur
3607,Madhya Pradesh,Satna,Kotar
3608,Madhya Pradesh,Satna,Kothi
3609,Madhya Pradesh,Satna,Maihar
3610,Madhya Pradesh,Satna,Majhgawan
3611,Madhya Pradesh,Satna,Nagod
3612,Madhya Pradesh,Satna,Raghurajnagar Nagareey
3613,Madhya Pradesh,Satna,Ramnagar
3614,Madhya Pradesh,Satna,Rampur Baghelan
3615,Madhya Pradesh,Satna,Unchahara
3616,Madhya Pradesh,Sehore,Sehore
3617,Madhya Pradesh,Sehore,Ashta
3618,Madhya Pradesh,Sehore,Budni
3619,Madhya Pradesh,Sehore,Ichhawar
3620,Madhya Pradesh,Sehore,Jawar
3621,Madhya Pradesh,Sehore,Nasrullaganj
3622,Madhya Pradesh,Sehore,Rehti
3623,Madhya Pradesh,Sehore,Sehore Nagar
3624,Madhya Pradesh,Sehore,Shyampur
3625,Madhya Pradesh,Seoni,Seoni
3626,Madhya Pradesh,Seoni,Barghat
3627,Madhya Pradesh,Seoni,Chhapara
3628,Madhya Pradesh,Seoni,Dhanora
3629,Madhya Pradesh,Seoni,Ghansaur
3630,Madhya Pradesh,Seoni,Keolari
3631,Madhya Pradesh,Seoni,Kurai
3632,Madhya Pradesh,Seoni,Lakhnadon
3633,Madhya Pradesh,Seoni,Seoni Nagar
3634,Madhya Pradesh,Shahdol,Shahdol
3635,Madhya Pradesh,Shahdol,Beohari
3636,Madhya Pradesh,Shahdol,Budar
3637,Madhya Pradesh,Shahdol,Gohparu
3638,Madhya Pradesh,Shahdol,Jaisinghnagar
3639,Madhya Pradesh,Shahdol,Jaitpur
3640,Madhya Pradesh,Shahdol,Sohagpur
3641,Madhya Pradesh,Shajapur,Shajapur
3642,Madhya Pradesh,Shajapur,Awantipur Badodiya
3643,Madhya Pradesh,Shajapur,Gulana
3644,Madhya Pradesh,Shajapur,Kalapipal
3645,Madhya Pradesh,Shajapur,Moman Badodiya
3646,Madhya Pradesh,Shajapur,Polaykala
3647,Madhya Pradesh,Shajapur,Shajapur
3648,Madhya Pradesh,Sheopur,Sheopur
3649,Madhya Pradesh,Sheopur,Badoda
3650,Madhya Pradesh,Sheopur,Beerpur
3651,Madhya Pradesh,Sheopur,Karahal
3652,Madhya Pradesh,Sheopur,Sheopur
3653,Madhya Pradesh,Sheopur,Vijaypur
3654,Madhya Pradesh,Shivpuri,Shivpuri
3655,Madhya Pradesh,Shivpuri,Badarwas
3656,Madhya Pradesh,Shivpuri,Bairad
3657,Madhya Pradesh,Shivpuri,Karera
3658,Madhya Pradesh,Shivpuri,Khaniyadhana
3659,Madhya Pradesh,Shivpuri,Kolaras
3660,Madhya Pradesh,Shivpuri,Narwar
3661,Madhya Pradesh,Shivpuri,Pichhore
3662,Madhya Pradesh,Shivpuri,Pohri
3663,Madhya Pradesh,Shivpuri,Rannod
3664,Madhya Pradesh,Shivpuri,Shivpuri Nagar
3665,Madhya Pradesh,Sidhi,Sidhi
3666,Madhya Pradesh,Sidhi,Bahari
3667,Madhya Pradesh,Sidhi,Churhat
3668,Madhya Pradesh,Sidhi,Gopadbanas
3669,Madhya Pradesh,Sidhi,Kusmi
3670,Madhya Pradesh,Sidhi,Majhauli
3671,Madhya Pradesh,Sidhi,Rampur Naikin
3672,Madhya Pradesh,Sidhi,Sihawal
3673,Madhya Pradesh,Singrauli,Singrauli
3674,Madhya Pradesh,Singrauli,Chitrangi
3675,Madhya Pradesh,Singrauli,Deosar
3676,Madhya Pradesh,Singrauli,Mada
3677,Madhya Pradesh,Singrauli,Sarai
3678,Madhya Pradesh,Singrauli,Singrauli
3679,Madhya Pradesh,Tikamgarh,Tikamgarh
3680,Madhya Pradesh,Tikamgarh,Badgaon Dhasan
3681,Madhya Pradesh,Tikamgarh,Jatara
3682,Madhya Pradesh,Tikamgarh,Khargapur
3683,Madhya Pradesh,Tikamgarh,Lidhora
3684,Madhya Pradesh,Tikamgarh,Mohangarh
3685,Madhya Pradesh,Tikamgarh,Palera
3686,Madhya Pradesh,Ujjain,Ujjain
3687,Madhya Pradesh,Ujjain,Badnagar
3688,Madhya Pradesh,Ujjain,Ghatiya
3689,Madhya Pradesh,Ujjain,Jharda
3690,Madhya Pradesh,Ujjain,Khacharod
3691,Madhya Pradesh,Ujjain,Kothi Mahal
3692,Madhya Pradesh,Ujjain,Mahidpur
3693,Madhya Pradesh,Ujjain,Makdon
3694,Madhya Pradesh,Ujjain,Nagda
3695,Madhya Pradesh,Ujjain,Tarana
3696,Madhya Pradesh,Ujjain,Ujjain Nagar
3697,Madhya Pradesh,Umaria,Umaria
3698,Madhya Pradesh,Umaria,Bandhogarh
3699,Madhya Pradesh,Umaria,Bilaspur
3700,Madhya Pradesh,Umaria,Chandia
3701,Madhya Pradesh,Umaria,Karkeli
3702,Madhya Pradesh,Umaria,Manpur
3703,Madhya Pradesh,Umaria,Nowrozabad
3704,Madhya Pradesh,Umaria,Pali
3705,Madhya Pradesh,Vidisha,Vidisha
3706,Madhya Pradesh,Vidisha,Basoda
3707,Madhya Pradesh,Vidisha,Gulabganj
3708,Madhya Pradesh,Vidisha,Gyaraspur
3709,Madhya Pradesh,Vidisha,Kurwai
3710,Madhya Pradesh,Vidisha,Lateri
3711,Madhya Pradesh,Vidisha,Nateran
3712,Madhya Pradesh,Vidisha,Pathari
3713,Madhya Pradesh,Vidisha,Shamshabad
3714,Madhya Pradesh,Vidisha,Sironj
3715,Madhya Pradesh,Vidisha,Tyonda
3716,Madhya Pradesh,Vidisha,Vidisha
3717,Madhya Pradesh,Vidisha,Vidisha Nagar
3718,Lakshadweep,Lakshadweep,Agatti
3719,Lakshadweep,Lakshadweep,Amini
3720,Lakshadweep,Lakshadweep,Andrott
3721,Lakshadweep,Lakshadweep,Bitra
3722,Lakshadweep,Lakshadweep,Chetlat
3723,Lakshadweep,Lakshadweep,Kadmat
3724,Lakshadweep,Lakshadweep,Kalpeni
3725,Lakshadweep,Lakshadweep,Kavaratti
3726,Lakshadweep,Lakshadweep,Kiltan
