sr.,State,District,Taluka
2148,Punjab,Hoshiarpur,Dasua
2149,Punjab,Hoshiarpur,Mukerian
2150,Punjab,Hoshiarpur,Garhshankar
2151,Punjab,Jalandhar,Jalandhar
2152,Punjab,Jalandhar,Shahkot
2153,Punjab,Jalandhar,Nakodar
2154,Punjab,Jalandhar,Phillaur
2155,Punjab,Jalandhar,Jalandhar - I
2156,Punjab,Jalandhar,Jalandhar -II
2157,Punjab,Kapurthala,Kapurthala
2158,Punjab,Kapurthala,Bhulath
2159,Punjab,Kapurthala,Kapurthala
2160,Punjab,Kapurthala,Sultanpur Lodhi
2161,Punjab,Kapurthala,Phagwara
2162,Punjab,Ludhiana,Ludhiana
2163,Punjab,Ludhiana,Samrala
2164,Punjab,Ludhiana,Khanna
2165,Punjab,Ludhiana,Payal
2166,Punjab,Ludhiana,Ludhiana (East)
2167,Punjab,Ludhiana,Ludhiana (West)
2168,Punjab,Ludhiana,Raikot
2169,Punjab,Ludhiana,Jagraon
2170,Punjab,Mansa,Mansa
2171,Punjab,Mansa,Sardulgarh
2172,Punjab,Moga,Moga
2173,Punjab,Moga,Nihal Singhwala
2174,Punjab,Moga,Bagha Purana
2175,Punjab,Patiala,Patiala
2176,Punjab,Patiala,Patran
2177,Punjab,Patiala,Samana
2178,Punjab,Patiala,Nabha
2179,Punjab,Patiala,Patiala
2180,Punjab,Patiala,Rajpura
2181,Punjab,Patiala,Dera Bassi
2182,Punjab,Rupnagar,Rupnagar
2183,Punjab,Rupnagar,Chamkaur Sahib
2184,Punjab,Rupnagar,Morinda
2185,Punjab,Rupnagar,Anandpur Sahib
2186,Punjab,Rupnagar,Rupnagar
2187,Punjab,Rupnagar,Kharar
2188,Punjab,Rupnagar,S.A.S.Nagar (Mohal
2189,Punjab,Sangrur,Sangrur
2190,Punjab,Sangrur,Lehragaga
2191,Punjab,Sangrur,Ahmadgarh
2192,Punjab,Sangrur,Mandi
2193,Punjab,Sangrur,Barnala
2194,Punjab,Sangrur,Malerkotla
2195,Punjab,Sangrur,Dhuri
2196,Punjab,Sangrur,Sangrur
2197,Punjab,Sangrur,Sunam
2198,Punjab,Sangrur,Moonak
2199,Punjab,Sahibzada Ajit Singh Nagar,SAS Nagar
2200,Punjab,Sahibzada Ajit Singh Nagar,Kharar
2201,Punjab,Sahibzada Ajit Singh Nagar,Derabassi
2202,Punjab,Shahid Bhagat Singh Nagar,Shahid Bhagat Singh Nagar
2203,Punjab,Shahid Bhagat Singh Nagar,Phagwara
2204,Punjab,Shahid Bhagat Singh Nagar,Balachaur
2205,Punjab,Sri Muktsar Sahib,Shri Muktsar Sahib
2206,Punjab,Sri Muktsar Sahib,Malout
2207,Punjab,Sri Muktsar Sahib,Giddarbaha
2208,Pondicherry,Tarn Taran,Tarn-Taran
2209,Pondicherry,Tarn Taran,Patti
2210,Pondicherry,Tarn Taran,Khadur Sahib
2211,Pondicherry,Mahé district,Mahé
2212,Pondicherry,Yanam district,Yanam
2213,Odisha,Angul,Anugul
2214,Odisha,Angul,Banarpal
2215,Odisha,Angul,Chhendipada
2216,Odisha,Boudh,Boudh
2217,Odisha,Boudh,Harabhanga
2218,Odisha,Boudh,Kantamal
2219,Odisha,Balangir,Balangir
2220,Odisha,Balangir,Bangomunda
2221,Odisha,Balangir,Belpara
2222,Odisha,Balangir,Kantabanji
2223,Odisha,Balangir,Khaprakhol
2224,Odisha,Balangir,Loisinga
2225,Odisha,Balangir,Patnagarh
2226,Odisha,Balangir,Saintala
2227,Odisha,Balangir,Sindhekela
2228,Odisha,Balangir,Titlagarh
2229,Odisha,Balangir,Turekela
2230,Odisha,Balangir,Tushura
2231,Odisha,Bargarh,Bargarh
2232,Odisha,Bargarh,Ambabhona
2233,Odisha,Bargarh,Attabira
2234,Odisha,Bargarh,Barapali
2235,Odisha,Bargarh,Bargarh
2236,Odisha,Bargarh,Bargarh Sadar
2237,Odisha,Bargarh,Bhatli
2238,Odisha,Bargarh,Bheden
2239,Odisha,Bargarh,Bijepur
2240,Odisha,Bargarh,Burdenp.s.
2241,Odisha,Bargarh,Gaisilet
2242,Odisha,Bargarh,Jharbandha
2243,Odisha,Bargarh,Melchhamunda
2244,Odisha,Bargarh,Padmapur
2245,Odisha,Bargarh,Paikamal
2246,Odisha,Bargarh,Sohela
2247,Odisha,Bhadrak,Bhadrak
2248,Odisha,Bhadrak,Agarpada
2249,Odisha,Bhadrak,Bansada
2250,Odisha,Bhadrak,Bant
2251,Odisha,Bhadrak,Basudebpur
2252,Odisha,Bhadrak,Bhadrak Rural
2253,Odisha,Bhadrak,Bhandari Pokhari
2254,Odisha,Bhadrak,Chandabali
2255,Odisha,Bhadrak,Dhamanagar
2256,Odisha,Bhadrak,Dhamara Marine
2257,Odisha,Bhadrak,Dhusuri
2258,Odisha,Bhadrak,Naikanidihi
2259,Odisha,Bhadrak,Tihidi
2260,Odisha,Boudh,Boudh
2261,Odisha,Boudh,Baudh Sadar
2262,Odisha,Boudh,Baunsuni
2263,Odisha,Boudh,Harbhanga
2264,Odisha,Boudh,Kantamal
2265,Odisha,Boudh,Manamunda
2266,Odisha,Boudh,Puruna Katak
2267,Odisha,Cuttack,Cuttack
2268,Odisha,Cuttack,Athagad
2269,Odisha,Cuttack,Badamba
2270,Odisha,Cuttack,Baidyeswar
2271,Odisha,Cuttack,Banki
2272,Odisha,Cuttack,Barang
2273,Odisha,Cuttack,C.r.r.i.
2274,Odisha,Cuttack,Choudwar
2275,Odisha,Cuttack,Cuttack (m.corp.) P.s
2276,Odisha,Cuttack,Cuttack Sadar
2277,Odisha,Cuttack,Gobindpur
2278,Odisha,Cuttack,Gurudijhatia
2279,Odisha,Cuttack,Jagatpur
2280,Odisha,Cuttack,Kandarpur
2281,Odisha,Cuttack,Kanpur
2282,Odisha,Cuttack,Khuntuni
2283,Odisha,Cuttack,Kishannagar
2284,Odisha,Cuttack,Mahanga
2285,Odisha,Cuttack,Narasinghpur
2286,Odisha,Cuttack,Nemalo
2287,Odisha,Cuttack,Niali
2288,Odisha,Cuttack,Nischintakoili
2289,Odisha,Cuttack,Olatapur
2290,Odisha,Cuttack,Salepur
2291,Odisha,Cuttack,Tangi
2292,Odisha,Cuttack,Tigiria
2293,Odisha,Debagarh,Deogarh
2294,Odisha,Debagarh,Barkot
2295,Odisha,Debagarh,Debagarh
2296,Odisha,Debagarh,Kundheigola
2297,Odisha,Debagarh,Reamal
2298,Odisha,Dhenkanal,Dhenkanal
2299,Odisha,Dhenkanal,Balimi
2300,Odisha,Dhenkanal,Bhuban
2301,Odisha,Dhenkanal,Bhusan Steel Limited
2302,Odisha,Dhenkanal,Dhenkanal Sadar
2303,Odisha,Dhenkanal,Gandia
2304,Odisha,Dhenkanal,Hindol
2305,Odisha,Dhenkanal,Kamakshyanagar
2306,Odisha,Dhenkanal,Kankadahad
2307,Odisha,Dhenkanal,Motunga
2308,Odisha,Dhenkanal,Nihalprasad
2309,Odisha,Dhenkanal,Parajang
2310,Odisha,Dhenkanal,Rasol
2311,Odisha,Dhenkanal,Tumusingha
2312,Odisha,Gajapati,Gajapati
2313,Odisha,Gajapati,Adava
2314,Odisha,Gajapati,Garabandha
2315,Odisha,Gajapati,Gurandi
2316,Odisha,Gajapati,Kasinagar
2317,Odisha,Gajapati,Mohana
2318,Odisha,Gajapati,Paralakhemundi
2319,Odisha,Gajapati,R.udayagiri
2320,Odisha,Gajapati,Ramagiri
2321,Odisha,Gajapati,Rayagada
2322,Odisha,Gajapati,Serango
2323,Odisha,Ganjam,Ganjam
2324,Odisha,Ganjam,Arjyapalli Marine
2325,Odisha,Ganjam,Asika
2326,Odisha,Ganjam,Badagada
2327,Odisha,Ganjam,Bhanjanagar
2328,Odisha,Ganjam,Brahmapur (m.corp.)
2329,Odisha,Ganjam,Brahmapur Sadar
2330,Odisha,Ganjam,Buguda
2331,Odisha,Ganjam,Chamakhandi
2332,Odisha,Ganjam,Chhatrapur
2333,Odisha,Ganjam,Dharakote
2334,Odisha,Ganjam,Digapahandi
2335,Odisha,Ganjam,Gangapur
2336,Odisha,Ganjam,Ganjam
2337,Odisha,Ganjam,Golanthara
2338,Odisha,Ganjam,Gopalpur
2339,Odisha,Ganjam,Hinjili
2340,Odisha,Ganjam,Jagannath Prasad
2341,Odisha,Ganjam,Jarada
2342,Odisha,Ganjam,Kabisuryanagar
2343,Odisha,Ganjam,Khalikote
2344,Odisha,Ganjam,Kodala
2345,Odisha,Ganjam,Nuagaon
2346,Odisha,Ganjam,Patapur
2347,Odisha,Ganjam,Polasara
2348,Odisha,Ganjam,Purusottampur
2349,Odisha,Ganjam,Rambha
2350,Odisha,Ganjam,Seragad
2351,Odisha,Ganjam,Surada
2352,Odisha,Ganjam,Tarasingi
2353,Odisha,Jagatsinghapur,Jagatsinghapur
2354,Odisha,Jagatsinghapur,Abhyachandpur
2355,Odisha,Jagatsinghapur,Balikuda
2356,Odisha,Jagatsinghapur,Biridi
2357,Odisha,Jagatsinghapur,Ersama
2358,Odisha,Jagatsinghapur,Jagatsinghapur
2359,Odisha,Jagatsinghapur,Kujang
2360,Odisha,Jagatsinghapur,Naugaon
2361,Odisha,Jagatsinghapur,Paradeep Lock
2362,Odisha,Jagatsinghapur,Paradip
2363,Odisha,Jagatsinghapur,Tirtol
2364,Odisha,Jajpur,Jajapur
2365,Odisha,Jajpur,Badachana
2366,Odisha,Jajpur,Balichandrapur
2367,Odisha,Jajpur,Bari - Ramachandrapur
2368,Odisha,Jajpur,Binjharpur
2369,Odisha,Jajpur,Dharmasala
2370,Odisha,Jajpur,Jajapur
2371,Odisha,Jajpur,Jajapur Road
2372,Odisha,Jajpur,Jajpur Sadar
2373,Odisha,Jajpur,Jakhapura
2374,Odisha,Jajpur,Jenapur
2375,Odisha,Jajpur,Kaliapani
2376,Odisha,Jajpur,Kalinganagar
2377,Odisha,Jajpur,Korai
2378,Odisha,Jajpur,Kuakhia
2379,Odisha,Jajpur,Mangalpur
2380,Odisha,Jajpur,Panikoili
2381,Odisha,Jajpur,Sukinda
2382,Odisha,Jajpur,Tomka
2383,Odisha,Jharsuguda,Jharsuguda
2384,Odisha,Jharsuguda,Badmal
2385,Odisha,Jharsuguda,Banaharapali
2386,Odisha,Jharsuguda,Belpahar
2387,Odisha,Jharsuguda,Brajarajnagar
2388,Odisha,Jharsuguda,Jharsuguda
2389,Odisha,Jharsuguda,Kolabira
2390,Odisha,Jharsuguda,Laikera
2391,Odisha,Jharsuguda,Lakhanpur
2392,Odisha,Jharsuguda,Orient
2393,Odisha,Jharsuguda,Rengali
2394,Odisha,Kalahandi,Kalahandi
2395,Odisha,Kalahandi,Biswanathpur
2396,Odisha,Kalahandi,Dharamgarh
2397,Odisha,Kalahandi,Golamunda
2398,Odisha,Kalahandi,Jayapatna
2399,Odisha,Kalahandi,Junagarh
2400,Odisha,Kalahandi,Kegaon
2401,Odisha,Kalahandi,Kesinga
2402,Odisha,Kalahandi,Kokasara
2403,Odisha,Kalahandi,Lanjigarh
2404,Odisha,Kalahandi,Madanpur Rampur
2405,Odisha,Kalahandi,Narala
2406,Odisha,Kalahandi,Sadar
2407,Odisha,Kalahandi,Thuamul Rampu
2408,Odisha,Kandhamal,Kandhamal
2409,Odisha,Kandhamal,Baliguda
2410,Odisha,Kandhamal,Belaghar
2411,Odisha,Kandhamal,Brahmanigaon
2412,Odisha,Kandhamal,Chakapada
2413,Odisha,Kandhamal,Daringbadi
2414,Odisha,Kandhamal,G.udayagiri
2415,Odisha,Kandhamal,Gochhapada
2416,Odisha,Kandhamal,Khajuripada
2417,Odisha,Kandhamal,Kotagarh
2418,Odisha,Kandhamal,Nuagaon
2419,Odisha,Kandhamal,Phiringia
2420,Odisha,Kandhamal,Phulabani
2421,Odisha,Kandhamal,Phulabani Town
2422,Odisha,Kandhamal,Raikia
2423,Odisha,Kandhamal,Sarangagarh
2424,Odisha,Kandhamal,Tikabali
2425,Odisha,Kandhamal,Tumudibandha
2426,Odisha,Kendrapara,Kendrapara
2427,Odisha,Kendrapara,Aali
2428,Odisha,Kendrapara,Derabish
2429,Odisha,Kendrapara,Jamboo Marine
2430,Odisha,Kendrapara,Kendrapara
2431,Odisha,Kendrapara,Kendrapara Sadar
2432,Odisha,Kendrapara,Mahakalapada
2433,Odisha,Kendrapara,Marsaghai
2434,Odisha,Kendrapara,Nikirai
2435,Odisha,Kendrapara,Patkura
2436,Odisha,Kendrapara,Pattamundai
2437,Odisha,Kendrapara,Rajkanika
2438,Odisha,Kendrapara,Rajnagar
2439,Odisha,Kendujhar,Kendujhar
2440,Odisha,Kendujhar,Anandapur
2441,Odisha,Kendujhar,Bamebari
2442,Odisha,Kendujhar,Barbil
2443,Odisha,Kendujhar,Baria
2444,Odisha,Kendujhar,Bolani
2445,Odisha,Kendujhar,Champua
2446,Odisha,Kendujhar,Daitari
2447,Odisha,Kendujhar,Ghasipura
2448,Odisha,Kendujhar,Ghatgaon
2449,Odisha,Kendujhar,Harichandanpur
2450,Odisha,Kendujhar,Jhumpura
2451,Odisha,Kendujhar,Joda
2452,Odisha,Khordha,Khordha
2453,Odisha,Khordha,Airfield (kapila Prasad)
2454,Odisha,Khordha,Balianta
2455,Odisha,Khordha,Balipatna
2456,Odisha,Khordha,Balugaon
2457,Odisha,Khordha,Banapur
2458,Odisha,Khordha,Begunia
2459,Odisha,Khordha,Bhubaneswar (m.corp.)
2460,Odisha,Khordha,Bolagad
2461,Odisha,Khordha,Chandaka
2462,Odisha,Khordha,Jankia
2463,Odisha,Khordha,Jatani
2464,Odisha,Khordha,Khandagiri
2465,Odisha,Khordha,Khordha
2466,Odisha,Khordha,Khordha Sadar
2467,Odisha,Khordha,Lingaraj
2468,Odisha,Khordha,Mancheswar
2469,Odisha,Khordha,Nandankanan
2470,Odisha,Khordha,Nirakarpur
2471,Odisha,Khordha,Saheednagar
2472,Odisha,Khordha,Tamando
2473,Odisha,Khordha,Tangi
2474,Odisha,Khordha,Uttara P.s
2475,Odisha,Koraput,Koraput
2476,Odisha,Koraput,Bandhugaon
2477,Odisha,Koraput,Bhairabsingipur
2478,Odisha,Koraput,Boipariguda
2479,Odisha,Koraput,Boriguma
2480,Odisha,Koraput,Damonjodi
2481,Odisha,Koraput,Dasamantapur
2482,Odisha,Koraput,Jeypore
2483,Odisha,Koraput,Kakiriguma
2484,Odisha,Koraput,Koraput Town
2485,Odisha,Koraput,Kotiya
2486,Odisha,Koraput,Kotpad
2487,Odisha,Koraput,Kundura
2488,Odisha,Koraput,Lakshmipur
2489,Odisha,Koraput,Machh Kund
2490,Odisha,Koraput,Nandapur
2491,Odisha,Koraput,Narayanpatana
2492,Odisha,Koraput,Padua
2493,Odisha,Koraput,Pottangi
2494,Odisha,Koraput,Similiguda
2495,Odisha,Koraput,Sunabeda
2496,Odisha,Malkangiri,Malkangiri
2497,Odisha,Malkangiri,Chitrakonda
2498,Odisha,Malkangiri,Jodamba
2499,Odisha,Malkangiri,Kalimela
2500,Odisha,Malkangiri,M.v. 79
2501,Odisha,Malkangiri,Malkangiri
2502,Odisha,Malkangiri,Mathili
2503,Odisha,Malkangiri,Motu
2504,Odisha,Malkangiri,Mudulipada
2505,Odisha,Malkangiri,Orkel
2506,Odisha,Malkangiri,Paparmetla
2507,Odisha,Malkangiri,Podia
2508,Odisha,Mayurbhanj,Mayurbhanj
2509,Odisha,Mayurbhanj,Badampahar
2510,Odisha,Mayurbhanj,Bahalda
2511,Odisha,Mayurbhanj,Baisinga
2512,Odisha,Mayurbhanj,Bangiriposi
2513,Odisha,Mayurbhanj,Baripada (m)
2514,Odisha,Mayurbhanj,Baripada Sadar
2515,Odisha,Mayurbhanj,Baripada Town
2516,Odisha,Mayurbhanj,Barsahi
2517,Odisha,Mayurbhanj,Betanati
2518,Odisha,Mayurbhanj,Bisoi
2519,Odisha,Mayurbhanj,Chandua
2520,Odisha,Mayurbhanj,Ghagarbeda
2521,Odisha,Mayurbhanj,Gorumahisani
2522,Odisha,Mayurbhanj,Jamda
2523,Odisha,Mayurbhanj,Jashipur
2524,Odisha,Mayurbhanj,Jharpokharia
2525,Odisha,Mayurbhanj,Kaptipada
2526,Odisha,Mayurbhanj,Karanjia
2527,Odisha,Mayurbhanj,Khunta
2528,Odisha,Mayurbhanj,Koliana
2529,Odisha,Mayurbhanj,Mahuldiha
2530,Odisha,Mayurbhanj,Muruda
2531,Odisha,Mayurbhanj,Rairangpur
2532,Odisha,Mayurbhanj,Rairangpur Town
2533,Odisha,Mayurbhanj,Raruan
2534,Odisha,Mayurbhanj,Rasagobindapur
2535,Odisha,Mayurbhanj,Sharata
2536,Odisha,Mayurbhanj,Suliapada
2537,Odisha,Mayurbhanj,Thakurmunda
2538,Odisha,Mayurbhanj,Tiring
2539,Odisha,Mayurbhanj,Udala
2540,Odisha,Nabarangpur,Nabarangpur
2541,Odisha,Nabarangpur,Chandahandi
2542,Odisha,Nabarangpur,Dabugan
2543,Odisha,Nabarangpur,Jharigan
2544,Odisha,Nabarangpur,Khatiguda
2545,Odisha,Nabarangpur,Kodinga
2546,Odisha,Nabarangpur,Kosagumuda
2547,Odisha,Nabarangpur,Kundei
2548,Odisha,Nabarangpur,Nabarangapur P.s
2549,Odisha,Nabarangpur,Paparahandi
2550,Odisha,Nabarangpur,Raighar
2551,Odisha,Nabarangpur,Tentulikhunti
2552,Odisha,Nabarangpur,Umarkote
2553,Odisha,Nayagarh,Nayagarh
2554,Odisha,Nayagarh,Banigochha
2555,Odisha,Nayagarh,Dasapalla
2556,Odisha,Nayagarh,Fategarh
2557,Odisha,Nayagarh,Gania
2558,Odisha,Nayagarh,Itamati
2559,Odisha,Nayagarh,Khandapada
2560,Odisha,Nayagarh,Nayagarh
2561,Odisha,Nayagarh,Nayagarh Sadar
2562,Odisha,Nayagarh,Nuagaon
2563,Odisha,Nayagarh,Odagaon
2564,Odisha,Nayagarh,Ranapur
2565,Odisha,Nayagarh,Sarankul
2566,Odisha,Nuapada,Nuapada
2567,Odisha,Nuapada,Boden
2568,Odisha,Nuapada,Jonk
2569,Odisha,Nuapada,Khariar
2570,Odisha,Nuapada,Komna
2571,Odisha,Nuapada,Nuapada
2572,Odisha,Nuapada,Sinapali
2573,Odisha,Puri,Puri
2574,Odisha,Puri,Astaranga
2575,Odisha,Puri,Brahmagiri
2576,Odisha,Puri,Chandanpur
2577,Odisha,Puri,Delanga
2578,Odisha,Puri,Gadisagada
2579,Odisha,Puri,Gop
2580,Odisha,Puri,Kakatpur
2581,Odisha,Puri,Konark
2582,Odisha,Puri,Krushna Prasad
2583,Odisha,Puri,Nimapada
2584,Odisha,Puri,Pipili
2585,Odisha,Puri,Puri (m)
2586,Odisha,Puri,Ramachandi
2587,Odisha,Puri,Sadar
2588,Odisha,Puri,Satyabadi
2589,Odisha,Rayagada,Rayagada
2590,Odisha,Rayagada,Ambadala
2591,Odisha,Rayagada,Andirakanch
2592,Odisha,Rayagada,Bishamakatak
2593,Odisha,Rayagada,Chandrapur
2594,Odisha,Rayagada,Doraguda
2595,Odisha,Rayagada,Gudari
2596,Odisha,Rayagada,Gunupur
2597,Odisha,Rayagada,Kalyanasingpur
2598,Odisha,Rayagada,Kashipur
2599,Odisha,Rayagada,Muniguda
2600,Odisha,Rayagada,Padmapur
2601,Odisha,Rayagada,Puttasing
2602,Odisha,Rayagada,Rayagada
2603,Odisha,Rayagada,Seskhal
2604,Odisha,Rayagada,Tikiri
2605,Odisha,Sambalpur,Sambalpur
2606,Odisha,Sambalpur,Ainthapali
2607,Odisha,Sambalpur,Burla
2608,Odisha,Sambalpur,Charamal
2609,Odisha,Sambalpur,Dhama
2610,Odisha,Sambalpur,Dhanupali
2611,Odisha,Sambalpur,Govindpur
2612,Odisha,Sambalpur,Hirakud
2613,Odisha,Sambalpur,Jamankira
2614,Odisha,Sambalpur,Jujomura
2615,Odisha,Sambalpur,Katarbaga
2616,Odisha,Sambalpur,Kisinda
2617,Odisha,Sambalpur,Kochinda
2618,Odisha,Sambalpur,Mahulpalli
2619,Odisha,Sambalpur,Naktideul
2620,Odisha,Sambalpur,Rairakhol
2621,Odisha,Sambalpur,Rengali
2622,Odisha,Sambalpur,Sadar
2623,Odisha,Sambalpur,Sambalpur (m)
2624,Odisha,Sambalpur,Sasan
2625,Odisha,Sambalpur,Thelkoloi
2626,Nagaland,Dimapur District,Dimapur
2627,Nagaland,Dimapur District,Aquqhnaqua
2628,Nagaland,Dimapur District,Chumukedima
2629,Nagaland,Dimapur District,Dhansiripar
2630,Nagaland,Dimapur District,Dimapur Sadar
2631,Nagaland,Dimapur District,Kuhoboto
2632,Nagaland,Dimapur District,Medziphema
2633,Nagaland,Dimapur District,Nihokhu
2634,Nagaland,Dimapur District,Niuland
2635,Nagaland,Kiphire District,Kiphire
2636,Nagaland,Kiphire District,Amahator
2637,Nagaland,Kiphire District,Khongsa
2638,Nagaland,Kiphire District,Kiphire Sadar
2639,Nagaland,Kiphire District,Kiusam
2640,Nagaland,Kiphire District,Longmatra
2641,Nagaland,Kiphire District,Pungro
2642,Nagaland,Kiphire District,Seyochung
2643,Nagaland,Kiphire District,Sitimi
2644,Nagaland,Kohima District,Kohima
2645,Nagaland,Kohima District,Botsa
2646,Nagaland,Kohima District,Chiephobozou
2647,Nagaland,Kohima District,Chunlikha
2648,Nagaland,Kohima District,Jakhama
2649,Nagaland,Kohima District,Kezocha
2650,Nagaland,Kohima District,Kohima Sadar
2651,Nagaland,Kohima District,Sechu-zubza
2652,Nagaland,Kohima District,Tseminyu
2653,Nagaland,Kohima District,Tsogin
2654,Nagaland,Longleng District,Longleng
2655,Nagaland,Longleng District,Longleng
2656,Nagaland,Longleng District,Namsang
2657,Nagaland,Longleng District,Sakshi
2658,Nagaland,Longleng District,Tamlu
2659,Nagaland,Longleng District,Yongnyah
2660,Nagaland,Mokokchung District,Mokokchung
2661,Nagaland,Mokokchung District,Alongkima
2662,Nagaland,Mokokchung District,Changtongya
2663,Nagaland,Mokokchung District,Chuchuyimlang
2664,Nagaland,Mokokchung District,Kubolong
2665,Nagaland,Mokokchung District,Longchem
2666,Nagaland,Mon District,Mon
2667,Nagaland,Mon District,Aboi
2668,Nagaland,Mon District,Angjangyang
2669,Nagaland,Mon District,Chen
2670,Nagaland,Mon District,Hunta
2671,Nagaland,Mon District,Longshen
2672,Nagaland,Mon District,Mon Sadar
2673,Nagaland,Mon District,Monyakshu
2674,Nagaland,Mon District,Mopong
2675,Nagaland,Mon District,Naginimora
2676,Nagaland,Mon District,Phomching
2677,Nagaland,Mon District,Shangnyu
2678,Nagaland,Mon District,Tizit
2679,Nagaland,Mon District,Tobu
2680,Nagaland,Mon District,Wakching
2681,Nagaland,Peren District,Peren
2682,Nagaland,Peren District,Athibung
2683,Nagaland,Peren District,Jalukie
2684,Nagaland,Peren District,Kebai Khelma
2685,Nagaland,Peren District,Nsong
2686,Nagaland,Peren District,Pedi (ngwalwa)
2687,Nagaland,Peren District,Peren
2688,Nagaland,Peren District,Tening
2689,Nagaland,Phek District,Phek
2690,Nagaland,Phek District,Chetheba
2691,Nagaland,Phek District,Chizami
2692,Nagaland,Phek District,Chozuba
2693,Nagaland,Phek District,Khezhakeno
2694,Nagaland,Phek District,Khuza
2695,Nagaland,Phek District,Kikruma
2696,Nagaland,Phek District,Meluri
2697,Nagaland,Phek District,Pfutsero
2698,Nagaland,Phek District,Phek Sadar
2699,Nagaland,Phek District,Phokhungri
2700,Nagaland,Phek District,Phor
2701,Nagaland,Phek District,Razieba
2702,Nagaland,Phek District,Sakraba
2703,Nagaland,Phek District,Sekruzu
2704,Nagaland,Phek District,Weziho
2705,Nagaland,Phek District,Zuketsa
2706,Nagaland,Tuensang District,Tuensang
2707,Nagaland,Tuensang District,Chare
2708,Nagaland,Tuensang District,Chessore
2709,Nagaland,Tuensang District,Chingmei
2710,Nagaland,Tuensang District,Longkhim
2711,Nagaland,Tuensang District,Mangko
2712,Nagaland,Tuensang District,Ngoungchung
2713,Nagaland,Tuensang District,Nokhu
2714,Nagaland,Tuensang District,Noklak
2715,Nagaland,Tuensang District,Noksen
2716,Nagaland,Tuensang District,Panso
2717,Nagaland,Tuensang District,Sangsangnyu
2718,Nagaland,Tuensang District,Shamator
2719,Nagaland,Tuensang District,Sotokur
2720,Nagaland,Tuensang District,Thonoknyu
2721,Nagaland,Tuensang District,Tsurungto
2722,Nagaland,Tuensang District,Tuensang Sadar
2723,Nagaland,Wokha District,Wokha
2724,Nagaland,Wokha District,Aitepyong
2725,Nagaland,Wokha District,Baghty
2726,Nagaland,Wokha District,Bhandari
2727,Nagaland,Wokha District,Changpang
2728,Nagaland,Wokha District,Chukitong
2729,Nagaland,Wokha District,Englan
2730,Nagaland,Wokha District,Lotsu
2731,Nagaland,Wokha District,Ralan
2732,Nagaland,Wokha District,Sanis
2733,Nagaland,Wokha District,Sungro
2734,Nagaland,Wokha District,Wokha Sadar
2735,Nagaland,Wokha District,Wozhuro
2736,Nagaland,Zünheboto District,Zunheboto
2737,Nagaland,Zünheboto District,Aghunato
2738,Nagaland,Zünheboto District,Akuhaito
2739,Nagaland,Zünheboto District,Akuluto
2740,Nagaland,Zünheboto District,Asuto
2741,Nagaland,Zünheboto District,Atoizu
2742,Nagaland,Zünheboto District,Ghathashi
2743,Nagaland,Zünheboto District,Pughoboto
2744,Nagaland,Zünheboto District,Saptiqa
2745,Nagaland,Zünheboto District,Satakha
2746,Nagaland,Zünheboto District,Satoi
2747,Nagaland,Zünheboto District,Suruhuto
2748,Nagaland,Zünheboto District,Tokiye
2749,Nagaland,Zünheboto District,V.k.
2750,Nagaland,Zünheboto District,Zunheboto Sadar
2751,Mizoram,Aizawl,Aizawl
2752,Mizoram,Aizawl,Aibawk
2753,Mizoram,Aizawl,Darlawn
2754,Mizoram,Aizawl,Thingsulthliah
2755,Mizoram,Aizawl,Tlangnuam
2756,Mizoram,Champhai,Champhai
2757,Mizoram,Champhai,Khawbung
2758,Mizoram,Hnahthial,Hnahthial
2759,Mizoram,Khawzawl,Khawzawl
2760,Mizoram,Kolasib,Kolasib
2761,Mizoram,Lawngtlai,Lawngtlai
2762,Mizoram,Lawngtlai,Chawngte
2763,Mizoram,Lawngtlai,Lawngtlai
2764,Mizoram,Lawngtlai,S Bungtlang
2765,Mizoram,Lawngtlai,Sangau
2766,Mizoram,Lunglei,Lunglei
2767,Mizoram,Lunglei,Lungsen
2768,Mizoram,Lunglei,West Bunghmun
2769,Mizoram,Mamit,Mamit
2770,Mizoram,Mamit,Reiek
2771,Mizoram,Mamit,West Phaileng
2772,Mizoram,Mamit,Zawlnuam
2773,Mizoram,Saiha,Saiha
2774,Mizoram,Saiha,Tuipang
2775,Mizoram,Saitual,Saitual
2776,Mizoram,Saitual,Ngopa
2777,Mizoram,Saitual,Phullen
2778,Mizoram,Serchhip,Serchhip
2779,Mizoram,Serchhip,East Lungdar
2780,Meghalaya,East Garo Hills,Dambo Rongjeng
2781,Meghalaya,East Garo Hills,Samanda
2782,Meghalaya,East Garo Hills,Songsak
2783,Meghalaya,East Jaintia Hills,East Jaintia Hills
2784,Meghalaya,East Jaintia Hills,Khliehriat
2785,Meghalaya,East Jaintia Hills,Saipung
2786,Meghalaya,East Khasi Hills,East Khasi Hills
2787,Meghalaya,East Khasi Hills,Khatarshnong Laitkroh
2788,Meghalaya,East Khasi Hills,Mawkynrew
2789,Meghalaya,East Khasi Hills,Mawlai
2790,Meghalaya,East Khasi Hills,Mawpat
2791,Meghalaya,East Khasi Hills,Mawphlang
2792,Meghalaya,East Khasi Hills,Mawryngkneng
2793,Meghalaya,East Khasi Hills,Mawsynram
2794,Meghalaya,East Khasi Hills,Mylliem
2795,Meghalaya,East Khasi Hills,Pynursla
